lab_id,video_id,mouse1_strain,mouse1_color,mouse1_sex,mouse1_id,mouse1_age,mouse1_condition,mouse2_strain,mouse2_color,mouse2_sex,mouse2_id,mouse2_age,mouse2_condition,mouse3_strain,mouse3_color,mouse3_sex,mouse3_id,mouse3_age,mouse3_condition,mouse4_strain,mouse4_color,mouse4_sex,mouse4_id,mouse4_age,mouse4_condition,frames_per_second,video_duration_sec,pix_per_cm_approx,video_width_pix,video_height_pix,arena_width_cm,arena_height_cm,arena_shape,arena_type,body_parts_tracked,behaviors_labeled,tracking_method,actions_list,video_score
CalMS21_task1,1087101060,C57Bl/6J,black,male,11.0,,cabled device,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,150.1,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,intromit"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffface"", ""mouse1,mouse2,sniffgenital"", ""mouse1,self,genitalgroom""]",MARS,"['sniffbody', 'mount', 'approach', 'genitalgroom', 'intromit', 'sniffface', 'sniffgenital']",0.09809558681407861
CalMS21_task1,987747695,C57Bl/6J,black,male,21.0,,cabled device,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,458.1,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,intromit"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffface"", ""mouse1,mouse2,sniffgenital"", ""mouse1,self,genitalgroom""]",MARS,"['sniffbody', 'mount', 'approach', 'genitalgroom', 'intromit', 'sniffface', 'sniffgenital']",0.09809558681407861
CalMS21_task1,1860623663,C57Bl/6J,black,male,6.0,,cabled device,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,110.2,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,intromit"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffface"", ""mouse1,mouse2,sniffgenital"", ""mouse1,self,genitalgroom""]",MARS,"['sniffbody', 'mount', 'approach', 'genitalgroom', 'intromit', 'sniffface', 'sniffgenital']",0.09809558681407861
CalMS21_task1,1380404564,C57Bl/6J,black,male,6.0,,cabled device,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,130.8,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,intromit"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffface"", ""mouse1,mouse2,sniffgenital"", ""mouse1,self,genitalgroom""]",MARS,"['sniffbody', 'mount', 'approach', 'genitalgroom', 'intromit', 'sniffface', 'sniffgenital']",0.09809558681407861
InvincibleJellyfish,620922286,C57Bl/6J,black,male,20.0,8-12 weeks,social isolation,BALB/c,white,male,,8-12 weeks,,,,,,,,,,,,,,30.0,570.0,32.0,1024,768,28.0,18.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,allogroom"", ""mouse1,mouse2,attack"", ""mouse1,mouse2,dominancegroom"", ""mouse1,mouse2,escape"", ""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital"", ""mouse1,self,dig"", ""mouse1,self,selfgroom"", ""mouse2,mouse1,sniffgenital""]",MARS,"['escape', 'selfgroom', 'dig', 'allogroom', 'sniff', 'dominancegroom', 'sniffgenital', 'attack']",0.09515959815028577
InvincibleJellyfish,1792494407,C57Bl/6J,black,male,33.0,8-12 weeks,mated,BALB/c,white,male,,8-12 weeks,,,,,,,,,,,,,,30.0,570.6,32.0,1280,960,28.0,18.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,allogroom"", ""mouse1,mouse2,attack"", ""mouse1,mouse2,dominancegroom"", ""mouse1,mouse2,escape"", ""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital"", ""mouse1,self,dig"", ""mouse1,self,selfgroom"", ""mouse2,mouse1,sniffgenital""]",MARS,"['escape', 'selfgroom', 'dig', 'allogroom', 'sniff', 'dominancegroom', 'sniffgenital', 'attack']",0.09515959815028577
InvincibleJellyfish,1739671883,C57Bl/6J,black,male,27.0,8-12 weeks,stress,BALB/c,white,male,,8-12 weeks,,,,,,,,,,,,,,30.0,571.4,32.0,1280,960,28.0,18.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,allogroom"", ""mouse1,mouse2,attack"", ""mouse1,mouse2,dominancegroom"", ""mouse1,mouse2,escape"", ""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital"", ""mouse1,self,dig"", ""mouse1,self,selfgroom"", ""mouse2,mouse1,sniffgenital""]",MARS,"['escape', 'selfgroom', 'dig', 'allogroom', 'sniff', 'dominancegroom', 'sniffgenital', 'attack']",0.09515959815028577
InvincibleJellyfish,415753207,C57Bl/6J,black,male,32.0,8-12 weeks,social isolation,BALB/c,white,male,,8-12 weeks,,,,,,,,,,,,,,30.0,570.6,32.0,1280,960,28.0,18.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,allogroom"", ""mouse1,mouse2,attack"", ""mouse1,mouse2,dominancegroom"", ""mouse1,mouse2,escape"", ""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital"", ""mouse1,self,dig"", ""mouse1,self,selfgroom"", ""mouse2,mouse1,sniffgenital""]",MARS,"['escape', 'selfgroom', 'dig', 'allogroom', 'sniff', 'dominancegroom', 'sniffgenital', 'attack']",0.09515959815028577
InvincibleJellyfish,648966646,C57Bl/6J,black,male,9.0,8-12 weeks,stress,BALB/c,white,male,,8-12 weeks,,,,,,,,,,,,,,30.0,569.9,32.0,1024,768,28.0,18.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,allogroom"", ""mouse1,mouse2,attack"", ""mouse1,mouse2,dominancegroom"", ""mouse1,mouse2,escape"", ""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital"", ""mouse1,self,dig"", ""mouse1,self,selfgroom"", ""mouse2,mouse1,sniffgenital""]",MARS,"['escape', 'selfgroom', 'dig', 'allogroom', 'sniff', 'dominancegroom', 'sniffgenital', 'attack']",0.09515959815028577
CalMS21_task1,1311447023,C57Bl/6J,black,male,4.0,,cabled device,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,258.1,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffface"", ""mouse1,mouse2,sniffgenital"", ""mouse1,self,genitalgroom""]",MARS,"['sniffbody', 'mount', 'approach', 'genitalgroom', 'sniffface', 'sniffgenital']",0.08838684904426053
CautiousGiraffe,265592701,C57Bl/6J,black,male,20.0,,,C57Bl/6J,black,male,,,,,,,,,,,,,,,,25.0,600.0,21.0,600,600,30.0,30.0,square,neutral,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,chase"", ""mouse1,mouse2,escape"", ""mouse1,mouse2,reciprocalsniff"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffgenital"", ""mouse2,mouse1,reciprocalsniff"", ""mouse2,mouse1,sniff""]",DeepLabCut,"['escape', 'sniffbody', 'reciprocalsniff', 'chase', 'approach', 'sniff', 'sniffgenital']",0.08191906224377607
CautiousGiraffe,531143932,C57Bl/6J,black,male,11.0,,,C57Bl/6J,black,female,,,,,,,,,,,,,,,,25.0,600.0,21.0,600,600,30.0,30.0,square,neutral,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,chase"", ""mouse1,mouse2,escape"", ""mouse1,mouse2,reciprocalsniff"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffgenital"", ""mouse2,mouse1,reciprocalsniff"", ""mouse2,mouse1,sniff""]",DeepLabCut,"['escape', 'sniffbody', 'reciprocalsniff', 'chase', 'approach', 'sniff', 'sniffgenital']",0.08191906224377607
CautiousGiraffe,1657896715,C57Bl/6J,black,male,13.0,,,C57Bl/6J,black,female,,,,,,,,,,,,,,,,25.0,600.0,21.0,600,600,30.0,30.0,square,neutral,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,chase"", ""mouse1,mouse2,escape"", ""mouse1,mouse2,reciprocalsniff"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffgenital"", ""mouse2,mouse1,reciprocalsniff"", ""mouse2,mouse1,sniff""]",DeepLabCut,"['escape', 'sniffbody', 'reciprocalsniff', 'chase', 'approach', 'sniff', 'sniffgenital']",0.08191906224377607
CautiousGiraffe,1539773935,C57Bl/6J,black,female,5.0,,,C57Bl/6J,black,male,,,,,,,,,,,,,,,,25.0,600.0,21.0,600,600,30.0,30.0,square,neutral,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,chase"", ""mouse1,mouse2,escape"", ""mouse1,mouse2,reciprocalsniff"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffgenital"", ""mouse2,mouse1,reciprocalsniff"", ""mouse2,mouse1,sniff""]",DeepLabCut,"['escape', 'sniffbody', 'reciprocalsniff', 'chase', 'approach', 'sniff', 'sniffgenital']",0.08191906224377607
CautiousGiraffe,1341883680,C57Bl/6J,black,female,5.0,,,C57Bl/6J,black,female,,,,,,,,,,,,,,,,25.0,600.0,21.0,600,600,30.0,30.0,square,neutral,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,chase"", ""mouse1,mouse2,escape"", ""mouse1,mouse2,reciprocalsniff"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffgenital"", ""mouse2,mouse1,reciprocalsniff"", ""mouse2,mouse1,sniff""]",DeepLabCut,"['escape', 'sniffbody', 'reciprocalsniff', 'chase', 'approach', 'sniff', 'sniffgenital']",0.08191906224377607
ReflectiveManatee,315178669,C57Bl/6J,black,male,6.0,,,BALB/c,white,male,,,,,,,,,,,,,,,,25.0,601.4,15.0,656,492,35.0,20.0,rectangular,resident-intruder,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""'mouse1','mouse2','sniff'"", ""mouse1','mouse2','attack'"", ""mouse1,mouse2,attack"", ""mouse1,mouse2,sniff""]",DeepLabCut,"[""'sniff'"", 'sniff', 'attack', ""'attack'""]",0.08080626293861548
ReflectiveManatee,1728439177,C57Bl/6J,black,male,5.0,,,BALB/c,white,male,,,,,,,,,,,,,,,,25.0,598.8,15.0,656,492,35.0,20.0,rectangular,resident-intruder,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""'mouse1','mouse2','sniff'"", ""mouse1','mouse2','attack'"", ""mouse1,mouse2,attack"", ""mouse1,mouse2,sniff""]",DeepLabCut,"[""'sniff'"", 'sniff', 'attack', ""'attack'""]",0.08080626293861548
ReflectiveManatee,2115562740,C57Bl/6J,black,male,15.0,,,BALB/c,white,male,,,,,,,,,,,,,,,,25.0,603.0,15.0,656,492,35.0,20.0,rectangular,resident-intruder,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""'mouse1','mouse2','sniff'"", ""mouse1','mouse2','attack'"", ""mouse1,mouse2,attack"", ""mouse1,mouse2,sniff""]",DeepLabCut,"[""'sniff'"", 'sniff', 'attack', ""'attack'""]",0.08080626293861548
ReflectiveManatee,2068280177,C57Bl/6J,black,male,11.0,,,BALB/c,white,male,,,,,,,,,,,,,,,,25.0,602.6,15.0,656,492,35.0,20.0,rectangular,resident-intruder,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""'mouse1','mouse2','sniff'"", ""mouse1','mouse2','attack'"", ""mouse1,mouse2,attack"", ""mouse1,mouse2,sniff""]",DeepLabCut,"[""'sniff'"", 'sniff', 'attack', ""'attack'""]",0.08080626293861548
ReflectiveManatee,2040167035,C57Bl/6J,black,male,16.0,,,BALB/c,white,male,,,,,,,,,,,,,,,,25.0,609.5,15.0,656,492,35.0,20.0,rectangular,resident-intruder,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""'mouse1','mouse2','sniff'"", ""mouse1','mouse2','attack'"", ""mouse1,mouse2,attack"", ""mouse1,mouse2,sniff""]",DeepLabCut,"[""'sniff'"", 'sniff', 'attack', ""'attack'""]",0.08080626293861548
CRIM13,1057221056,C57Bl/6J,black,male,4.0,,,BALB/c,white,female,,,,,,,,,,,,,,,,25.0,218.24,14.4,640,480,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,attack"", ""mouse1,mouse2,disengage"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff"", ""mouse1,self,rear"", ""mouse1,self,selfgroom""]",MARS,"['selfgroom', 'mount', 'disengage', 'approach', 'sniff', 'attack', 'rear']",0.07875481491037202
CRIM13,1319309143,C57Bl/6J,black,male,4.0,,,BALB/c,white,female,,,,,,,,,,,,,,,,25.0,64.84,14.4,640,480,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,attack"", ""mouse1,mouse2,disengage"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff"", ""mouse1,self,rear"", ""mouse1,self,selfgroom""]",MARS,"['selfgroom', 'mount', 'disengage', 'approach', 'sniff', 'attack', 'rear']",0.07875481491037202
CRIM13,1381910096,C57Bl/6J,black,male,2.0,,,BALB/c,white,male,,,,,,,,,,,,,,,,25.0,652.52,14.4,640,480,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,attack"", ""mouse1,mouse2,disengage"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff"", ""mouse1,self,rear"", ""mouse1,self,selfgroom""]",MARS,"['selfgroom', 'mount', 'disengage', 'approach', 'sniff', 'attack', 'rear']",0.07875481491037202
CRIM13,363958890,C57Bl/6J,black,male,3.0,,,BALB/c,white,male,,,castrated,,,,,,,,,,,,,25.0,404.0,14.4,640,480,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,attack"", ""mouse1,mouse2,disengage"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff"", ""mouse1,self,rear"", ""mouse1,self,selfgroom""]",MARS,"['selfgroom', 'mount', 'disengage', 'approach', 'sniff', 'attack', 'rear']",0.07875481491037202
CRIM13,2134094751,C57Bl/6J,black,male,3.0,,,BALB/c,white,female,,,ovariectomized,,,,,,,,,,,,,25.0,505.28,14.4,640,480,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,attack"", ""mouse1,mouse2,disengage"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff"", ""mouse1,self,rear"", ""mouse1,self,selfgroom""]",MARS,"['selfgroom', 'mount', 'disengage', 'approach', 'sniff', 'attack', 'rear']",0.07875481491037202
ElegantMink,1504809717,129/SvEvTac,brown,male,1.0,,,C57Bl/6J,black,female,2.0,,hormone primed,,,,,,,,,,,,,30.0,1780.7,18.2,640,480,33.0,22.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,allogroom"", ""mouse1,mouse2,attemptmount"", ""mouse1,mouse2,intromit"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital"", ""mouse2,self,rear""]",SLEAP,"['mount', 'allogroom', 'intromit', 'attemptmount', 'sniff', 'sniffgenital', 'rear']",0.07361063831742652
CalMS21_supplemental,598974879,C57Bl/6J,black,male,60.0,,cabled device,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,421.5,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,attemptmount"", ""mouse1,mouse2,intromit"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffface"", ""mouse1,mouse2,sniffgenital""]",MARS,"['sniffbody', 'mount', 'approach', 'intromit', 'attemptmount', 'sniffface', 'sniffgenital']",0.06308158410515173
CalMS21_supplemental,501836189,C57Bl/6J,black,male,63.0,,cabled device,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,391.3,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,attemptmount"", ""mouse1,mouse2,intromit"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffface"", ""mouse1,mouse2,sniffgenital""]",MARS,"['sniffbody', 'mount', 'approach', 'intromit', 'attemptmount', 'sniffface', 'sniffgenital']",0.06308158410515173
CalMS21_supplemental,906511432,C57Bl/6J,black,male,64.0,,cabled device,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,321.9,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,attemptmount"", ""mouse1,mouse2,intromit"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffface"", ""mouse1,mouse2,sniffgenital""]",MARS,"['sniffbody', 'mount', 'approach', 'intromit', 'attemptmount', 'sniffface', 'sniffgenital']",0.06308158410515173
ElegantMink,1567994610,129/SvEvTac,brown,male,19.0,,,C57Bl/6J,black,female,20.0,,hormone primed,,,,,,,,,,,,,30.0,1832.7,18.8,720,480,33.0,16.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attemptmount"", ""mouse1,mouse2,intromit"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital"", ""mouse2,self,rear"", ""mouse2,self,selfgroom""]",SLEAP,"['selfgroom', 'mount', 'intromit', 'attemptmount', 'sniff', 'sniffgenital', 'rear']",0.05666526543216173
CalMS21_supplemental,64642705,C57Bl/6J,black,male,59.0,,cabled device,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,412.4,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,attack"", ""mouse1,mouse2,attemptmount"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffface"", ""mouse1,mouse2,sniffgenital""]",MARS,"['mount', 'sniffbody', 'approach', 'attemptmount', 'sniffface', 'sniffgenital', 'attack']",0.05563528976912902
CalMS21_supplemental,204814054,C57Bl/6J,black,male,60.0,,cabled device,BALB/c,white,male,,,,,,,,,,,,,,,,30.0,175.7,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,attack"", ""mouse1,mouse2,attemptmount"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffface"", ""mouse1,mouse2,sniffgenital""]",MARS,"['mount', 'sniffbody', 'approach', 'attemptmount', 'sniffface', 'sniffgenital', 'attack']",0.05563528976912902
ElegantMink,535058450,C57Bl/6J,black,male,27.0,,,C57Bl/6J,black,female,28.0,,hormone primed,,,,,,,,,,,,,30.0,1806.8,18.2,720,480,33.0,22.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,allogroom"", ""mouse1,mouse2,intromit"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital"", ""mouse2,self,rear""]",SLEAP,"['mount', 'allogroom', 'intromit', 'sniff', 'sniffgenital', 'rear']",0.04980111507479612
PleasantMeerkat,1133952127,C57Bl/6J,black,male,7.0,,,C57Bl/6J,black,male,17.0,,,,,,,,,,,,,,,45.0,600.0,15.8,2010,2024,120.0,120.0,split rectangluar,divided territories,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base"", ""tail_tip""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,chase"", ""mouse1,mouse2,escape"", ""mouse1,mouse2,follow"", ""mouse2,mouse1,attack"", ""mouse2,mouse1,chase"", ""mouse2,mouse1,escape"", ""mouse2,mouse1,follow""]",DeepLabCut,"['escape', 'follow', 'chase', 'attack']",0.047244302876133515
PleasantMeerkat,599439,C57Bl/6J,black,male,6.0,,,C57Bl/6J,black,male,16.0,,,,,,,,,,,,,,,45.0,600.0,15.8,2048,2020,120.0,120.0,split rectangluar,divided territories,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base"", ""tail_tip""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,chase"", ""mouse1,mouse2,escape"", ""mouse1,mouse2,follow"", ""mouse2,mouse1,attack"", ""mouse2,mouse1,chase"", ""mouse2,mouse1,escape"", ""mouse2,mouse1,follow""]",DeepLabCut,"['escape', 'follow', 'chase', 'attack']",0.047244302876133515
PleasantMeerkat,62373697,C57Bl/6J,black,male,5.0,,,C57Bl/6J,black,male,15.0,,,,,,,,,,,,,,,45.0,600.0,15.8,2048,2010,120.0,120.0,split rectangluar,divided territories,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base"", ""tail_tip""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,chase"", ""mouse1,mouse2,escape"", ""mouse1,mouse2,follow"", ""mouse2,mouse1,attack"", ""mouse2,mouse1,chase"", ""mouse2,mouse1,escape"", ""mouse2,mouse1,follow""]",DeepLabCut,"['escape', 'follow', 'chase', 'attack']",0.047244302876133515
PleasantMeerkat,74645358,C57Bl/6J,black,male,5.0,,,C57Bl/6J,black,male,15.0,,,,,,,,,,,,,,,45.0,600.0,15.8,2048,2010,120.0,120.0,split rectangluar,divided territories,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base"", ""tail_tip""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,chase"", ""mouse1,mouse2,escape"", ""mouse1,mouse2,follow"", ""mouse2,mouse1,attack"", ""mouse2,mouse1,chase"", ""mouse2,mouse1,escape"", ""mouse2,mouse1,follow""]",DeepLabCut,"['escape', 'follow', 'chase', 'attack']",0.047244302876133515
PleasantMeerkat,201760488,CD1,white,male,6.0,,,CD1,white,male,16.0,,,,,,,,,,,,,,,45.0,600.0,15.8,2020,2020,120.0,120.0,split rectangluar,divided territories,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base"", ""tail_tip""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,chase"", ""mouse1,mouse2,escape"", ""mouse1,mouse2,follow"", ""mouse2,mouse1,attack"", ""mouse2,mouse1,chase"", ""mouse2,mouse1,escape"", ""mouse2,mouse1,follow""]",DeepLabCut,"['escape', 'follow', 'chase', 'attack']",0.047244302876133515
TranquilPanther,62660378,C57Bl/6J,black,female,9.0,,estrus,C57Bl/6J,black,male,,,,,,,,,,,,,,,,30.0,2258.1,11.9,640,480,35.0,20.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,intromit"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital"", ""mouse2,self,rear"", ""mouse2,self,selfgroom""]",SLEAP,"['selfgroom', 'mount', 'intromit', 'sniff', 'sniffgenital', 'rear']",0.03285574218953133
TranquilPanther,675356666,C57Bl/6J,black,female,15.0,,estrus,C57Bl/6J,black,male,,,,,,,,,,,,,,,,30.0,1235.0,11.6,402,480,35.0,20.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,intromit"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital"", ""mouse2,self,rear"", ""mouse2,self,selfgroom""]",SLEAP,"['selfgroom', 'mount', 'intromit', 'sniff', 'sniffgenital', 'rear']",0.03285574218953133
TranquilPanther,1979655353,C57Bl/6J,black,female,6.0,,estrus,CFW,white,male,,,,,,,,,,,,,,,,30.0,1472.7,13.2,640,480,35.0,20.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,intromit"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital"", ""mouse2,self,rear"", ""mouse2,self,selfgroom""]",SLEAP,"['selfgroom', 'mount', 'intromit', 'sniff', 'sniffgenital', 'rear']",0.03285574218953133
